Latitude,Longitude,Description,Label,Placemark number
55.784228,37.595941,"<div>2017-08-09: 8529000 | Не продано</div><div>2017-06-21: 8529000 | Не продано</div><p>г.москва,леснаяул.,д.63/43,стр.2,1ком., пл. 35.3, кв. 230</p>","Не продано, 2017, 2",1
55.583306,37.679053,"<div>2020-01-29: 4972000 | 5220600</div><p>г.москва,липецкаяул.,д.40,1ком., пл. 37.8, кв. 437</p>","5.220.600, 2020, 1",1
55.678433,37.737902,"<div>2017-05-17: 1588000 | 1588000</div><div>2017-02-17: 1881000 | Не продано</div><p>г.москва,люблинскаяул.,д.52,стр.1,2ком., пл. 45.8, кв. 78,1/2доля</p>","1.588.000, 2017, 2",2
55.713699,37.621839,"<div>2018-08-22: 9583000 | 9583000</div><p>г.москва,люсиновскаяул.,д.72,2ком., пл. 49.9, кв. 40</p>","9.583.000, 2018, 1",2
55.863874,37.675011,"<div>2019-04-24: 5794000 | 5794000</div><p>г.москва,лётчикабабушкинаул.,д.16,кор.1,1ком., пл. 31.6, кв. 25</p>","5.794.000, 2019, 1",1
55.829492,37.667887,"<div>2019-09-25: 4757000 | 6374380</div><p>г.москва,малахитоваяул.,д.21,1ком., пл. 32.1, кв. 35</p>","6.374.380, 2019, 1",1
55.741764,37.590883,"<div>2019-12-30: 16297000 | 19719370</div><p>г.москва,малыйлевшинскийпер.,д.6-8,2ком., пл. 57.4, кв. 13</p>","19.719.370, 2019, 1",2
55.702729,37.742178,"<div>2018-06-20: 4685000 | 5387750</div><div>2018-01-24: 5165000 | Не продано</div><div>2017-10-25: 6708000 | Не продано</div><div>2017-08-23: 6708000 | Не продано</div><p>г.москва,малышеваул.,д.3,2ком., пл. 41.9, кв. 32</p>","5.387.750, 2018, 4",2
55.701942,37.742726,"<div>2017-06-21: 3132000 | 4134240</div><p>г.москва,малышеваул.,д.3,кор.2,1ком., пл. 28.3, кв. 42</p>","4.134.240, 2017, 1",1
55.624916,37.701736,"<div>2018-12-26: 5777000 | 6181390</div><p>г.москва,маршалазахароваул.,д.8,кор.3,1ком., пл. 38.4, кв. 309</p>","6.181.390, 2018, 1",1
55.795459,37.484622,"<div>2019-03-27: 9038000 | 11116740</div><p>г.москва,маршалаконеваул.,д.16,2ком., пл. 47.0, кв. 25</p>","11.116.740, 2019, 1",2
55.687863,37.862246,"<div>2019-01-23: 7299000 | 7955910</div><p>г.москва,маршалаполубояроваул.,д.4,кор.2,2ком., пл. 54.3, кв. 257</p>","7.955.910, 2019, 1",2
55.687756,37.863603,"<div>2018-08-22: 5141000 | 5141000</div><div>2018-07-04: 5141000 | Не продано</div><p>г.москва,маршалаполубояроваул.,д.8,1ком., пл. 38.8, кв. 21</p>","5.141.000, 2018, 2",1
55.744515,37.39179,"<div>2018-01-24: 4299000 | 4299000</div><div>2017-10-25: 4812000 | Не продано</div><div>2017-08-23: 4812000 | Не продано</div><div>2017-06-07: 5304000 | Не продано</div><div>2017-04-20: 5304000 | Не продано</div><p>г.москва,маршалатимошенкоул.,д.7,1ком., пл. 32.4, кв. 36</p>","4.299.000, 2018, 5",1
55.784197,37.477579,"<div>2017-11-08: 4513000 | 5912030</div><p>г.москва,маршалатухачевскогоул.,д.22,кор.1,2ком., пл. 44.0, кв. 69</p>","5.912.030, 2017, 1",2
55.881848,37.490982,"<div>2018-01-24: 4270000 | 4270000</div><div>2017-10-25: 4348000 | Не продано</div><div>2017-08-23: 4348000 | Не продано</div><p>г.москва,маршалафедоренкоул.,д.10,кор.2,1ком., пл. 37.6, кв. 373</p>","4.270.000, 2018, 3",1
55.651796,37.763926,"<div>2018-05-23: 4924000 | 4924000</div><p>г.москва,марьинскийбульвар,д.10,1ком., пл. 38.4, кв. 38</p>","4.924.000, 2018, 1",1
55.703454,37.468021,"<div>2018-12-26: 5603000 | 7395960</div><p>г.москва,матвеевскаяул.,д.18,кор.2,2ком., пл. 40.4, кв. 131</p>","7.395.960, 2018, 1",2
55.867319,37.672388,"<div>2017-07-12: 4136000 | 4632320</div><p>г.москва,менжинскогоул.,д.13,кор.2,1ком., пл. 30.4, кв. 48</p>","4.632.320, 2017, 1",1
55.757283,37.787058,"<div>2017-01-21: 5339000 | 5339000</div><p>г.москва,металлурговул.,д.20,кор.2,2ком., пл. 44.8, кв. 11</p>","5.339.000, 2017, 1",2
55.846805,37.356405,"<div>2017-12-20: 1576000 | 1576000</div><div>2017-10-11: 1971000 | Не продано</div><div>2017-08-09: 1971000 | Не продано</div><p>г.москва,митинскаяул.,д.31,3ком., пл. 72.8, кв. 64,1/3доля</p>","1.576.000, 2017, 3",3
55.585158,37.662326,"<div>2017-04-20: 3571000 | 3571000</div><div>2017-03-03: 3571000 | Не продано</div><p>г.москва,михневскаяул.,д.5,кор.2,1ком., пл. 34.7, кв. 36</p>","3.571.000, 2017, 2",1
55.582635,37.663324,"<div>2017-03-03: 3623000 | 3623000</div><p>г.москва,михневскаяул.,д.9,кор.1,1ком., пл. 35.2, кв. 53</p>","3.623.000, 2017, 1",1
55.704007,37.508984,"<div>2018-03-14: 4977000 | 5474700</div><p>г.москва,мичуринскийпроспект,д.10,кор.1,1ком., пл. 28.0, кв. 103</p>","5.474.700, 2018, 1",1
55.710682,37.507789,"<div>2019-07-24: 12504000 | 13254240</div><p>г.москва,мосфильмовскаяул.,д.43/40,2ком., пл. 51.4, кв. 95</p>","13.254.240, 2019, 1",2
55.895848,37.602193,"<div>2020-02-26: 7042000 | Аукцион</div><div>2019-11-27: 7314000 | Не продано</div><p>г.москва,мурановскаяул.,д.19,2ком., пл. 45.5, кв. 206</p>","Аукцион, 2020, 2",2
55.892259,37.597441,"<div>2018-12-26: 6087000 | 6695700</div><p>г.москва,мурановскаяул.,д.7,2ком., пл. 45.9, кв. 271</p>","6.695.700, 2018, 1",2
55.682265,37.640776,"<div>2017-11-08: 4118000 | 4859240</div><p>г.москва,нагатинскаянаб.,д.10,1ком., пл. 32.8, кв. 142</p>","4.859.240, 2017, 1",1
55.680717,37.648124,"<div>2019-05-29: 6690000 | 8697000</div><p>г.москва,нагатинскаянаб.,д.12,кор.5,2ком., пл. 38.3, кв. 33</p>","8.697.000, 2019, 1",2
55.688101,37.688261,"<div>2018-04-04: 4709000 | 5132810</div><div>2017-12-20: 5055000 | Не продано</div><div>2017-10-25: 5055000 | Не продано</div><p>г.москва,нагатинскаянаб.,д.60,кор.3,1ком., пл. 35.4, кв. 245</p>","5.132.810, 2018, 3",1
55.678453,37.606631,"<div>2019-02-20: 6411000 | 6411000</div><p>г.москва,нагорнаяул.,д.15,кор.6,1ком., пл. 35.2, кв. 575</p>","6.411.000, 2019, 1",1
55.676671,37.606083,"<div>2019-02-20: 6517000 | 7233870</div><p>г.москва,нагорнаяул.,д.19,кор.4,2ком., пл. 38.0, кв. 61</p>","7.233.870, 2019, 1",2
55.66206,37.556774,"<div>2018-03-14: 5980000 | 6757400</div><div>2017-11-29: 6814000 | Не продано</div><p>г.москва,наметкинаул.,д.15,1ком., пл. 38.2, кв. 46</p>","6.757.400, 2018, 2",1
55.66206,37.556774,"<div>2017-09-20: 6814000 | 6814000</div><div>2017-07-12: 7920000 | Не продано</div><div>2017-05-17: 7920000 | Не продано</div><p>г.москва,наметкинаул.,д.15,1ком., пл. 39.0, кв. 46</p>","6.814.000, 2017, 3",1
55.756862,37.828488,"<div>2019-05-29: 6160000 | 6652800</div><p>г.москва,напольныйпр.,д.14,2ком., пл. 43.0, кв. 36</p>","6.652.800, 2019, 1",2
55.778593,37.480301,"<div>2019-11-27: 10288000 | 11213920</div><div>2019-08-28: 10945000 | Не продано</div><p>г.москва,народногоополченияул.,д.22,кор.2,3ком., пл. 65.6, кв. 228</p>","11.213.920, 2019, 2",3
55.781332,37.482744,"<div>2018-06-20: 4595000 | 5376150</div><p>г.москва,народногоополченияул.,д.28,кор.2,1ком., пл. 32.0, кв. 18</p>","5.376.150, 2018, 1",1
55.737649,37.681101,"<div>2018-10-10: 6856000 | 6856000</div><p>г.москва,нижегородскаяул.,д.12,1ком., пл. 34.7, кв. 15</p>","6.856.000, 2018, 1",1
55.737709,37.689932,"<div>2019-10-30: 10692000 | 12509640</div><p>г.москва,нижегородскаяул.,д.17,2ком., пл. 53.5, кв. 224</p>","12.509.640, 2019, 1",2
55.737345,37.693624,"<div>2019-10-30: 7451000 | 8717670</div><p>г.москва,нижегородскаяул.,д.25,1ком., пл. 37.1, кв. 81</p>","8.717.670, 2019, 1",1
55.738039,37.677292,"<div>2020-02-26: 7223000 | Аукцион</div><p>г.москва,нижегородскаяул.,д.4,кор.2,1ком., пл. 35.0, кв. 105</p>","Аукцион, 2020, 1",1
55.738039,37.677292,"<div>2017-09-20: 6633000 | 7362630</div><div>2017-07-12: 7705000 | Не продано</div><div>2017-05-17: 7705000 | Не продано</div><p>г.москва,нижегородскаяул.,д.4,кор.2,2ком., пл. 38.3, кв. 118</p>","7.362.630, 2017, 3",2
55.738713,37.680014,"<div>2019-10-30: 7685000 | 8914600</div><p>г.москва,нижегородскаяул.,д.7,1ком., пл. 36.1, кв. 96</p>","8.914.600, 2019, 1",1
55.667086,37.523016,"<div>2019-05-29: 8024000 | 8826400</div><p>г.москва,новаторовул.,д.14,кор.2,1ком., пл. 42.3, кв. 206</p>","8.826.400, 2019, 1",1
55.739047,37.855752,"<div>2017-09-20: 1882000 | 1882000</div><div>2017-07-12: 1962000 | Не продано</div><div>2017-05-17: 1962000 | Не продано</div><div>2017-01-21: 2120000 | Не продано</div><p>г.москва,новокосинскаяул.,д.17,кор.2,2ком., пл. 53.6, кв. 213,½доля</p>","1.882.000, 2017, 4",2
55.739929,37.853883,"<div>2018-08-22: 4289000 | 5532810</div><p>г.москва,новокосинскаяул.,д.17,кор.7,1ком., пл. 34.1, кв. 10</p>","5.532.810, 2018, 1",1
55.742625,37.872999,"<div>2019-03-27: 5651000 | 6103080</div><p>г.москва,новокосинскаяул.,д.40,1ком., пл. 37.8, кв. 169</p>","6.103.080, 2019, 1",1
55.65305,37.755464,"<div>2017-09-20: 4577000 | 4577000</div><div>2017-07-12: 4790000 | Не продано</div><div>2017-05-17: 4790000 | Не продано</div><p>г.москва,новомарьинскаяул.,д.12/12,кор.1,1ком., пл. 35.5, кв. 10</p>","4.577.000, 2017, 3",1
55.741166,37.682278,"<div>2019-10-30: 12340000 | 12833600</div><p>г.москва,новорогожскаяул.,д.6,стр.1,2ком., пл. 57.8, кв. 153</p>","12.833.600, 2019, 1",2
55.816414,37.818768,"<div>2019-04-24: 4401000 | 4797090</div><p>г.москва,новосибирскаяул.,д.11,1ком., пл. 32.9, кв. 181</p>","4.797.090, 2019, 1",1
55.670772,37.571004,"<div>2017-11-29: 5593000 | 5760790</div><div>2017-09-13: 6379000 | Не продано</div><div>2017-07-26: 6379000 | Не продано</div><div>2017-05-31: 6379000 | Не продано</div><p>г.москва,новочеремушкинскаяул.,д.53,кор.3,2ком., пл. 37.2, кв. 42</p>","5.760.790, 2017, 4",2
55.647331,37.717519,"<div>2017-03-03: 4049000 | 4049000</div><p>г.москва,новочеркасскийб-р,д.1,1ком., пл. 32.7, кв. 225</p>","4.049.000, 2017, 1",1
55.672174,37.564293,"<div>2017-01-21: 7310000 | 7383100</div><p>г.москва,новочерёмушкинскаяул.,д.50,кор.3,1ком., пл. 38.6, кв. 357</p>","7.383.100, 2017, 1",1
55.806231,37.454986,"<div>2017-10-25: 5309000 | 5733720</div><p>г.москва,новощукинскаяул.,д.12,1ком., пл. 34.9, кв. 63</p>","5.733.720, 2017, 1",1
55.60609,37.520734,"<div>2018-11-14: 6662000 | 6662000</div><p>г.москва,новоясеневскийпр-т,д.14,кор.2,2ком., пл. 44.2, кв. 377</p>","6.662.000, 2018, 1",2
55.60609,37.520734,"<div>2017-11-08: 5835000 | 6885300</div><p>г.москва,новоясеневскийпроспект,д.14,кор.2,3ком., пл. 49.0, кв. 497</p>","6.885.300, 2017, 1",3
55.672839,37.448438,"<div>2018-06-20: 5098000 | 5403880</div><p>г.москва,озернаяул.,д.40,1ком., пл. 35.1, кв. 59</p>","5.403.880, 2018, 1",1
55.67793,37.456307,"<div>2019-01-23: 7017000 | 7438020</div><div>2018-11-14: 7017000 | Не продано</div><p>г.москва,озёрнаяул.,д.19,кор.1,2ком., пл. 45.1, кв. 109</p>","7.438.020, 2019, 2",2
55.709099,37.749113,"<div>2017-11-29: 3694000 | Не продано</div><p>г.москва,окскаяул.,д.4,кор.2,1ком., пл. 30.9, кв. 30</p>","Не продано, 2017, 1",1
55.709099,37.749113,"<div>2017-09-13: 4538000 | Не продано</div><div>2017-07-26: 4538000 | Не продано</div><div>2017-05-31: 4538000 | Не продано</div><p>г.москва,окскаяул.,д.4,кор.2,1ком., пл. 31.6, кв. 30</p>","Не продано, 2017, 3",1
55.787153,37.622819,"<div>2018-04-04: 10113000 | 10113000</div><div>2018-01-24: 10113000 | Не продано</div><div>2017-10-25: 10341000 | Не продано</div><div>2017-08-23: 10341000 | Не продано</div><p>г.москва,олимпийскийпр-т,д.22,2ком., пл. 53.8, кв. 163</p>","10.113.000, 2018, 4",2
55.852455,37.617644,"<div>2017-11-08: 4762000 | 5333440</div><div>2017-09-13: 4762000 | Не продано</div><p>г.москва,олонецкаяул.,д.15,1ком., пл. 32.8, кв. 33</p>","5.333.440, 2017, 2",1
55.854406,37.513889,"<div>2017-11-08: 4310000 | 4482400</div><p>г.москва,онежскаяул.,д.29,2ком., пл. 37.6, кв. 18</p>","4.482.400, 2017, 1",2
55.856118,37.512092,"<div>2019-04-24: 4733000 | 5490280</div><div>2019-01-23: 5301000 | Не продано</div><div>2018-11-14: 5301000 | Не продано</div><p>г.москва,онежскаяул.,д.37,1ком., пл. 31.3, кв. 36</p>","5.490.280, 2019, 3",1
55.614353,37.733087,"<div>2017-05-17: 5492000 | 6315800</div><p>г.москва,ореховыйб-р,д.31,2ком., пл. 44.0, кв. 47</p>","6.315.800, 2017, 1",2
55.610845,37.705814,"<div>2017-11-29: 4287000 | 4715700</div><p>г.москва,ореховыйб-р,д.7,кор.2,1ком., пл. 37.2, кв. 544</p>","4.715.700, 2017, 1",1
55.610845,37.705814,"<div>2017-09-13: 5569000 | Не продано</div><div>2017-07-26: 5569000 | Не продано</div><div>2017-05-31: 5569000 | Не продано</div><p>г.москва,ореховыйб-р,д.7,кор.2,1ком., пл. 38.0, кв. 544</p>","Не продано, 2017, 3",1
55.608704,37.713674,"<div>2019-07-24: 5781000 | 6070050</div><p>г.москва,ореховыйбульвар,д.14,кор.2,1ком., пл. 32.5, кв. 694</p>","6.070.050, 2019, 1",1
55.625476,37.737111,"<div>2019-03-27: 5287000 | 6185790</div><p>г.москва,ореховыйпр-д,д.13,кор.3,1ком., пл. 34.4, кв. 135</p>","6.185.790, 2019, 1",1
55.890643,37.675163,"<div>2019-09-25: 5925000 | 5925000</div><p>г.москва,осташковскаяул.,д.28,1ком., пл. 38.5, кв. 112</p>","5.925.000, 2019, 1",1
55.890643,37.675163,"<div>2018-02-21: 4373000 | 4373000</div><div>2017-10-25: 4695000 | Не продано</div><div>2017-08-23: 4695000 | Не продано</div><div>2017-06-07: 5492000 | Не продано</div><div>2017-04-20: 5492000 | Не продано</div><p>г.москва,осташковскаяул.,д.28,1ком., пл. 38.7, кв. 120</p>","4.373.000, 2018, 5",1
55.633013,37.515838,"<div>2017-08-09: 3998000 | 5157420</div><p>г.москва,островитяноваул.,д.30,кор.2,1ком., пл. 32.9, кв. 409</p>","5.157.420, 2017, 1",1
55.634176,37.528127,"<div>2017-10-11: 5014000 | 5264700</div><p>г.москва,островитяноваул.,д.35,1ком., пл. 32.2, кв. 42</p>","5.264.700, 2017, 1",1
55.631991,37.535619,"<div>2019-04-24: 3350000 | Не продано</div><p>г.москва,островитяноваул.,д.41,кор.1,4ком., пл. 27.5, кв. 139,комната№4жилойплощадью27,5</p>","Не продано, 2019, 1",4
55.631991,37.535619,"<div>2018-11-14: 3365000 | Не продано</div><p>г.москва,островитяноваул.,д.41,кор.1,4ком., пл. 62.8, кв. 139,комната№4жилойплощадью27,5</p>","Не продано, 2018, 1",4
55.631991,37.535619,"<div>2019-06-26: 3350000 | 3350000</div><div>2019-01-23: 3365000 | Не продано</div><div>2018-07-25: 3428000 | Не продано</div><div>2018-05-23: 3428000 | Не продано</div><div>2018-01-24: 3459000 | Не продано</div><div>2017-10-25: 3803000 | Не продано</div><div>2017-08-23: 3803000 | Не продано</div><div>2017-06-07: 4360000 | Не продано</div><div>2017-04-20: 4360000 | Не продано</div><p>г.москва,островитяноваул.,д.41,кор.1,4ком., пл. 91.5, кв. 139,комната№4жилойплощадью27,5</p>","3.350.000, 2019, 9",4
55.808766,37.734093,"<div>2018-10-10: 5627000 | 6189700</div><p>г.москва,открытоеш.,д.6,кор.11,2ком., пл. 38.9, кв. 76</p>","6.189.700, 2018, 1",2
55.794249,37.685907,"<div>2017-06-21: 7886000 | 7886000</div><p>г.москва,охотничьяул.,д.3,2ком., пл. 42.8, кв. 30</p>","7.886.000, 2017, 1",2
55.720509,37.618066,"<div>2019-11-27: 12712000 | 12712000</div><div>2019-08-28: 14196000 | Не продано</div><p>г.москва,павлаандрееваул.,д.28,кор.7,2ком., пл. 58.9, кв. 465</p>","12.712.000, 2019, 2",2
55.682275,37.543587,"<div>2018-11-14: 8168000 | 8168000</div><div>2018-08-22: 8343000 | Не продано</div><div>2018-06-20: 8343000 | Не продано</div><div>2018-03-14: 9130000 | Не продано</div><p>г.москва,панфероваул.,д.10,2ком., пл. 44.8, кв. 84</p>","8.168.000, 2018, 4",2
55.683777,37.542419,"<div>2017-08-09: 5278000 | 7758660</div><p>г.москва,панфёроваул.,д.3,2ком., пл. 41.6, кв. 71</p>","7.758.660, 2017, 1",2
55.788793,37.455534,"<div>2017-09-13: 5079000 | 5079000</div><p>г.москва,паршинаул.,д.33,2ком., пл. 34.8, кв. 21</p>","5.079.000, 2017, 1",2
55.601823,37.540479,"<div>2018-05-23: 6349000 | 7428330</div><p>г.москва,паустовскогоул.,д.4,2ком., пл. 44.9, кв. 608</p>","7.428.330, 2018, 1",2
55.792933,37.797738,"<div>2018-06-20: 6629000 | 7689640</div><p>г.москва,первомайскаяул.,д.66,2ком., пл. 47.2, кв. 120</p>","7.689.640, 2018, 1",2
55.86304,37.61326,"<div>2018-11-14: 5000000 | 5400000</div><p>г.москва,пестеляул.,д.1,1ком., пл. 32.6, кв. 66</p>","5.400.000, 2018, 1",1
55.795757,37.569566,"<div>2017-06-07: 2950000 | 2950000</div><div>2017-04-20: 2950000 | Не продано</div><p>г.москва,петровско-разумовскийпр.,д.12,3ком., пл. 72.0, кв. 54,комната№3жилойплощадью18,6</p>","2.950.000, 2017, 2",3
55.799669,37.566943,"<div>2018-02-21: 5064000 | 5823600</div><p>г.москва,петровско-разумовскийпр.,д.20,1ком., пл. 35.6, кв. 28</p>","5.823.600, 2018, 1",1
55.793991,37.570303,"<div>2020-01-29: 7380000 | Не продано</div><p>г.москва,петровско-разумовскийпроезд,д.8а,2ком., пл. 41.4, кв. 14</p>","Не продано, 2020, 1",2
55.864864,37.501438,"<div>2018-01-24: 4601000 | 6027310</div><div>2017-10-25: 5514000 | Не продано</div><div>2017-08-30: 5514000 | Не продано</div><div>2017-07-12: 5514000 | Не продано</div><p>г.москва,петрозаводскаяул.,д.12,2ком., пл. 38.8, кв. 62</p>","6.027.310, 2018, 4",2
55.863303,37.504825,"<div>2019-07-24: 7346000 | 7566380</div><div>2019-05-29: 7346000 | Не продано</div><p>г.москва,петрозаводскаяул.,д.4,2ком., пл. 50.4, кв. 5</p>","7.566.380, 2019, 2",2
55.864156,37.499004,"<div>2019-07-24: 6786000 | 6853860</div><p>г.москва,петрозаводскаяул.,д.5,кор.1,2ком., пл. 44.7, кв. 24</p>","6.853.860, 2019, 1",2
55.865106,37.494665,"<div>2017-11-08: 4196000 | 5077160</div><p>г.москва,петрозаводскаяул.,д.9,кор.2,1ком., пл. 34.0, кв. 237</p>","5.077.160, 2017, 1",1
55.742154,37.766154,"<div>2017-10-11: 3553000 | 4192540</div><div>2017-07-26: 4080000 | Не продано</div><div>2017-05-31: 4080000 | Не продано</div><div>2017-04-07: 4080000 | Не продано</div><p>г.москва,плехановаул.,д.22,кор.1,1ком., пл. 30.8, кв. 117</p>","4.192.540, 2017, 4",1
55.757197,37.758536,"<div>2018-07-25: 5139000 | 6012630</div><p>г.москва,плехановаул.,д.3,кор.4,2ком., пл. 36.2, кв. 19</p>","6.012.630, 2018, 1",2
55.833107,37.456783,"<div>2019-07-24: 2094000 | 2094000</div><p>г.москва,подмосковнаяул.,д.14,4ком., пл. 16.2, кв. 29,комната№1жилойплощадью16,2</p>","2.094.000, 2019, 1",4
55.607143,37.616198,"<div>2017-10-25: 3781000 | 3818810</div><div>2017-07-26: 4300000 | Не продано</div><div>2017-05-31: 4300000 | Не продано</div><div>2017-04-07: 4300000 | Не продано</div><p>г.москва,подольскихкурсантовул.,д.12,кор.1,1ком., пл. 32.4, кв. 94</p>","3.818.810, 2017, 4",1
55.689684,37.730859,"<div>2017-06-07: 6014000 | 6014000</div><div>2017-04-20: 6014000 | Не продано</div><div>2017-03-03: 6014000 | Не продано</div><p>г.москва,полбинаул.,д.12,3ком., пл. 50.2, кв. 13</p>","6.014.000, 2017, 3",3
55.551023,37.552067,"<div>2017-10-11: 5916000 | 5916000</div><div>2017-07-26: 6825000 | Не продано</div><div>2017-05-31: 6825000 | Не продано</div><div>2017-04-07: 6825000 | Не продано</div><p>г.москва,поляныул.,д.9,2ком., пл. 49.7, кв. 404</p>","5.916.000, 2017, 4",2
55.892632,37.647657,"<div>2018-12-26: 6257000 | 6257000</div><div>2018-10-10: 6257000 | Не продано</div><p>г.москва,полярнаяул.,д.56,кор.1,2ком., пл. 38.8, кв. 155</p>","6.257.000, 2018, 2",2
55.535682,37.162639,"<div>2019-10-30: 2972000 | Не продано</div><p>г.москва,поселениепервомайское,п.первомайское,центральнаяул.,д.4,1ком., пл. 29.5, кв. 44</p>","Не продано, 2019, 1",1
55.213695,37.074954,"<div>2019-11-27: 2994000 | Не продано</div><div>2019-08-28: 2230000 | Не продано</div><div>2019-06-26: 2230000 | Не продано</div><div>2019-03-27: 2254000 | Не продано</div><div>2019-01-23: 2254000 | Не продано</div><div>2018-10-10: 2410000 | Не продано</div><div>2018-08-22: 2410000 | Не продано</div><div>2018-07-04: 2410000 | Не продано</div><p>г.москва,поселениероговское,пос.рогово,школьнаяул.,д.4,2ком., пл. 42.9, кв. 4</p>","Не продано, 2019, 8",2
55.78237,37.357824,"<div>2018-06-20: 4966000 | 4966000</div><div>2018-03-14: 5221000 | Не продано</div><div>2017-12-20: 5221000 | Не продано</div><p>г.москва,посёлокрублёво,советскаяул.,д.15,2ком., пл. 44.1, кв. 87</p>","4.966.000, 2018, 3",2
55.839082,37.416125,"<div>2019-07-24: 5796000 | 6607440</div><div>2019-04-24: 6146000 | Не продано</div><div>2019-02-20: 6146000 | Не продано</div><p>г.москва,походныйпр.,д.11,кор.1,2ком., пл. 38.4, кв. 40</p>","6.607.440, 2019, 3",2
55.839082,37.416125,"<div>2018-02-21: 4149000 | 4978800</div><div>2017-10-11: 4963000 | Не продано</div><div>2017-08-09: 4963000 | Не продано</div><p>г.москва,походныйпроезд,д.11,кор.1,2ком., пл. 38.8, кв. 61</p>","4.978.800, 2018, 3",2
55.771661,37.569926,"<div>2017-10-25: 7054000 | 8112100</div><div>2017-08-09: 8832000 | Не продано</div><div>2017-06-21: 8832000 | Не продано</div><p>г.москва,пресненскийвалул.,д.23,2ком., пл. 44.6, кв. 56</p>","8.112.100, 2017, 3",2
55.812661,37.636823,"<div>2018-08-22: 10570000 | 10570000</div><div>2018-06-20: 10570000 | Не продано</div><div>2018-03-14: 11633000 | Не продано</div><div>2017-12-20: 11633000 | Не продано</div><div>2017-10-11: 11698000 | Не продано</div><div>2017-08-09: 11698000 | Не продано</div><div>2017-06-07: 12602000 | Не продано</div><div>2017-04-20: 12602000 | Не продано</div><div>2017-03-03: 12602000 | Не продано</div><p>г.москва,проспектмира,д.103,2ком., пл. 65.8, кв. 156</p>","10.570.000, 2018, 9",2
55.83706,37.659479,"<div>2019-02-20: 5402000 | 5402000</div><p>г.москва,проспектмира,д.194,1ком., пл. 31.9, кв. 68</p>","5.402.000, 2019, 1",1
55.786951,37.635386,"<div>2017-10-25: 7594000 | 8429340</div><div>2017-08-09: 10395000 | Не продано</div><div>2017-06-21: 10395000 | Не продано</div><p>г.москва,проспектмира,д.68,1ком., пл. 43.6, кв. 54</p>","8.429.340, 2017, 3",1
55.804688,37.71769,"<div>2019-06-26: 5935000 | 6587850</div><p>г.москва,просторнаяул.,д.8,1ком., пл. 34.9, кв. 150</p>","6.587.850, 2019, 1",1
55.630162,37.521551,"<div>2019-09-25: 8141000 | 10664710</div><p>г.москва,профсоюзнаяул.,д.113,кор.3,2ком., пл. 50.6, кв. 474</p>","10.664.710, 2019, 1",2
55.630146,37.507924,"<div>2017-12-20: 5845000 | 7364700</div><p>г.москва,профсоюзнаяул.,д.136,кор.4,3ком., пл. 49.7, кв. 407</p>","7.364.700, 2017, 1",3
55.679138,37.565317,"<div>2018-06-20: 6447000 | 6962760</div><div>2018-03-14: 6447000 | Не продано</div><p>г.москва,профсоюзнаяул.,д.15,1ком., пл. 31.2, кв. 85</p>","6.962.760, 2018, 2",1
55.671991,37.560386,"<div>2017-05-17: 6534000 | 7840800</div><p>г.москва,профсоюзнаяул.,д.31,кор.3,2ком., пл. 44.9, кв. 74</p>","7.840.800, 2017, 1",2
55.645878,37.526528,"<div>2018-10-10: 5013000 | 5564430</div><p>г.москва,профсоюзнаяул.,д.98,кор.1,1ком., пл. 33.0, кв. 194</p>","5.564.430, 2018, 1",1
